SEQ,酒店,国家,省份,城市,商圈,星级,业务部门,房间数,图片数,评分,评论数,城市平均实住间夜,酒店总订单,酒店总间夜,酒店实住订单,酒店实住间夜,酒店直销订单,酒店直销间夜,酒店直销实住订单,酒店直销实住间夜,酒店直销拒单,酒店直销拒单率,城市直销订单,城市直销拒单率,拒单率是否小于等于直销城市均值
aba_3270,阿坝茂县爱佳商务旅店,中国,四川,阿坝,坪头羌寨,二星及其他,低星,7,NULL,4,2,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3290,四姑娘山黑帐篷主题客栈,中国,四川,阿坝,四姑娘山,二星及其他,客栈,15,NULL,4.659560204,150,34.06,61,119,24,32,34,54,24,32,5,14.71%,34147,7.90%,0
aba_3292,九寨沟松竹梅主题酒店,中国,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,低星,55,NULL,3.909719944,51,34.06,10,11,6,6,10,11,6,6,4,40.00%,34147,7.90%,0
aba_3294,瑟尔嵯国际大酒店,中国,四川,阿坝,黄龙风景区,五星级/豪华,OTA,138,NULL,4.675089836,625,34.06,131,209,76,123,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3297,松潘川主寺岷江源大酒店迎宾楼,中国,四川,阿坝,黄龙机场、川主寺,二星及其他,低星,50,NULL,2.241669893,14,34.06,1,1,NULL,NULL,1,1,NULL,NULL,1,100.00%,34147,7.90%,0
aba_3298,九寨沟特区青年旅舍,中国,四川,阿坝,漳扎镇,二星及其他,客栈,11,NULL,4.7459898,421,34.06,180,273,135,213,164,251,128,202,2,1.22%,34147,7.90%,1
aba_3299,阿坝坎珠玛藏家旅馆,中国,四川,阿坝,漳扎镇,二星及其他,客栈,8,NULL,4.178919792,6,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3300,川主寺福兴大酒店,中国,四川,阿坝,黄龙机场、川主寺,二星及其他,低星,86,NULL,2.965329885,76,34.06,1,2,1,2,1,2,1,2,0,0.00%,34147,7.90%,1
aba_3422,茂县尓绒客喜商务客栈,中国,四川,阿坝,坪头羌寨,二星及其他,客栈,24,NULL,5,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3423,若尔盖黄河第一湾大酒店,中国,四川,阿坝,九曲黄河景区,五星级/豪华,OTA,400,NULL,3.954080105,1285,34.06,48,90,40,79,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3424,阿坝小金县同心宾馆,中国,四川,阿坝,NULL,三星级/舒适,低星,103,NULL,3.765889883,31,34.06,17,29,4,8,9,14,1,2,3,33.33%,34147,7.90%,0
aba_3425,阿坝州松潘县黄河大酒店,中国,四川,阿坝,松潘古城,三星级/舒适,低星,76,NULL,3.80821991,11,34.06,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3428,阿坝九寨沟旦增藏家客栈,中国,四川,阿坝,九寨沟沟口,二星及其他,客栈,25,NULL,3.737169981,28,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3433,九寨沟瀚林阳光酒店,中国,四川,阿坝,九寨沟县城,三星级/舒适,低星,74,NULL,4.332900047,38,34.06,9,10,2,2,9,10,2,2,1,11.11%,34147,7.90%,0
aba_3434,九寨沟漳扎印象酒店,中国,四川,阿坝,漳扎镇,二星及其他,低星,260,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3435,九寨沟德吉藏家客栈,中国,四川,阿坝,漳扎镇,二星及其他,客栈,22,NULL,3.099999905,8,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3436,九寨沟幸福客栈,中国,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,客栈,45,NULL,3.904059887,110,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3437,九寨沟天上人间商务酒店,中国,四川,阿坝,九寨沟沟口,二星及其他,低星,30,NULL,3.481750011,37,34.06,40,95,15,22,40,95,15,22,2,5.00%,34147,7.90%,1
aba_3440,九寨沟扎西德勒客栈,中国,四川,阿坝,九寨沟沟口,二星及其他,客栈,19,NULL,4.515840054,139,34.06,43,65,28,40,40,60,28,40,0,0.00%,34147,7.90%,1
aba_3441,九寨沟东藏阳光宾馆,中国,四川,阿坝,漳扎镇,二星及其他,低星,41,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3442,茂县羌寨人家,中国,四川,阿坝,坪头羌寨,二星及其他,客栈,12,NULL,4.245279789,5,34.06,5,8,5,8,5,8,5,8,0,0.00%,34147,7.90%,1
aba_3443,九寨沟花间雅舍酒店漳扎镇店,中国,四川,阿坝,漳扎镇,二星及其他,客栈,70,NULL,4.588240147,5,34.06,2,5,1,1,2,5,1,1,1,50.00%,34147,7.90%,0
aba_3444,小金四姑娘山明财山庄,中国,四川,阿坝,四姑娘山,二星及其他,客栈,14,NULL,4.948050022,25,34.06,82,143,41,71,80,141,41,71,9,11.25%,34147,7.90%,0
aba_3445,九寨沟凯悦假日酒店,中国,四川,阿坝,漳扎镇,二星及其他,客栈,24,NULL,3.649369955,20,34.06,14,16,9,9,14,16,9,9,2,14.29%,34147,7.90%,0
aba_3446,茂县羌龙商务酒店,中国,四川,阿坝,坪头羌寨,二星及其他,低星,24,NULL,4.474520206,101,34.06,67,108,53,84,62,100,51,80,3,4.84%,34147,7.90%,1
aba_3447,九寨沟老城故事青年客栈,中国,四川,阿坝,漳扎镇,二星及其他,客栈,15,NULL,4.12996006,248,34.06,46,109,38,87,46,109,38,87,0,0.00%,34147,7.90%,1
aba_3448,四姑娘山鑫玥酒店,中国,四川,阿坝,四姑娘山,二星及其他,低星,21,NULL,4.496779919,94,34.06,46,92,34,74,41,84,33,72,0,0.00%,34147,7.90%,1
aba_3449,四姑娘山红景天山庄,中国,四川,阿坝,四姑娘山,二星及其他,客栈,20,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3450,阿坝红星旅馆,中国,四川,阿坝,NULL,二星及其他,低星,16,NULL,2.857140064,4,34.06,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3452,九寨沟绿野青年客栈2号店,中国,四川,阿坝,漳扎镇,二星及其他,客栈,10,NULL,4.493060112,142,34.06,5,10,1,3,3,6,1,3,0,0.00%,34147,7.90%,1
aba_3453,四姑娘山水晶湾度假酒店,中国,四川,阿坝,四姑娘山,二星及其他,客栈,30,NULL,4.45979023,29,34.06,64,115,27,60,41,76,23,52,5,12.20%,34147,7.90%,0
aba_3454,九寨沟香榭客栈,中国,四川,阿坝,漳扎镇,二星及其他,客栈,10,NULL,4.699999809,7,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3455,九寨沟龙康仓客栈,中国,四川,阿坝,九寨沟沟口,二星及其他,客栈,21,NULL,4.109020233,12,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3456,九寨沟驿家青年客栈旗舰店,中国,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,客栈,14,NULL,3.53553009,0,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3457,阿坝州松潘县明德宾馆,中国,四川,阿坝,松潘古城,二星及其他,低星,20,NULL,3.799999952,41,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3458,阿坝四姑娘山明朗山庄,中国,四川,阿坝,四姑娘山,二星及其他,客栈,15,NULL,4.741569996,27,34.06,53,124,28,54,27,59,18,37,2,7.41%,34147,7.90%,1
aba_3460,若尔盖县集富宾馆,中国,四川,阿坝,西部旅游牧场,二星及其他,低星,53,NULL,4.44656992,238,34.06,13,25,9,13,5,7,5,7,0,0.00%,34147,7.90%,1
aba_3464,九寨沟圣天商务酒店,中国,四川,阿坝,九寨沟县城,二星及其他,低星,45,NULL,3.305119991,10,34.06,3,3,NULL,NULL,3,3,NULL,NULL,0,0.00%,34147,7.90%,1
aba_3465,川主寺国宾大酒店,中国,四川,阿坝,黄龙机场、川主寺,三星级/舒适,低星,116,NULL,2.618710041,13,34.06,7,14,4,9,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3466,四姑娘山圣雕山庄,中国,四川,阿坝,四姑娘山,二星及其他,客栈,20,NULL,NULL,NULL,34.06,8,20,NULL,NULL,3,4,NULL,NULL,3,100.00%,34147,7.90%,0
aba_3467,汶川县红代号客栈,中国,四川,阿坝,水磨镇,二星及其他,客栈,NULL,NULL,3.952850103,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3468,九寨沟幸福顺来旅馆,中国,四川,阿坝,九寨沟县城,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3471,阿坝毕棚沟梭罗河宾馆,中国,四川,阿坝,毕棚沟,二星及其他,客栈,28,NULL,4.624740124,142,34.06,166,281,110,156,138,218,98,141,9,6.52%,34147,7.90%,1
aba_3472,若尔盖佳拉宾馆,中国,四川,阿坝,NULL,二星及其他,低星,15,NULL,4.093959808,38,34.06,10,18,9,17,10,18,9,17,0,0.00%,34147,7.90%,1
aba_3476,四姑娘山沙坝山庄,中国,四川,阿坝,四姑娘山,二星及其他,客栈,20,NULL,4.111889839,18,34.06,30,48,16,28,29,45,15,25,1,3.45%,34147,7.90%,1
aba_3480,九寨人家源来客栈,中国,四川,阿坝,九寨沟县城,二星及其他,客栈,20,NULL,4.861879826,5,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3481,红原县鸿运宾馆,中国,四川,阿坝,NULL,二星及其他,低星,21,NULL,4.02947998,10,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3482,金川县玉龙酒店,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,4.274469852,21,34.06,23,34,12,21,23,34,12,21,2,8.70%,34147,7.90%,0
aba_3483,九寨沟乐游假日酒店,中国,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,客栈,36,NULL,4.255010128,144,34.06,13,21,4,6,9,14,3,5,2,22.22%,34147,7.90%,0
aba_3485,九寨沟约定客栈,中国,四川,阿坝,漳扎镇,二星及其他,客栈,21,NULL,4.735239983,33,34.06,15,20,12,14,11,15,9,10,3,27.27%,34147,7.90%,0
aba_3486,九寨沟松九藏家客栈,中国,四川,阿坝,漳扎镇,二星及其他,客栈,20,NULL,4.906489849,18,34.06,14,25,4,4,14,25,4,4,3,21.43%,34147,7.90%,0
aba_3489,阿坝四姑娘山金锋宾馆,中国,四川,阿坝,四姑娘山,二星及其他,低星,24,NULL,4.593860149,67,34.06,63,153,34,66,53,128,32,64,3,5.66%,34147,7.90%,1
aba_3490,川主寺江源宾馆,中国,四川,阿坝,黄龙机场、川主寺,二星及其他,低星,27,NULL,3.333329916,7,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3492,九寨沟九安宾馆,中国,四川,阿坝,漳扎镇,二星及其他,低星,133,NULL,4,1,34.06,2,3,1,2,2,3,1,2,0,0.00%,34147,7.90%,1
aba_3494,阿坝九寨人家和平驿站,中国,四川,阿坝,九寨沟县城,二星及其他,客栈,6,NULL,4.318180084,6,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3495,川主寺鹏程宾馆,中国,四川,阿坝,黄龙机场、川主寺,二星及其他,低星,39,NULL,4.312069893,325,34.06,23,43,18,33,17,30,15,28,0,0.00%,34147,7.90%,1
aba_3497,松潘古城民宿,中国,四川,阿坝,松潘古城,二星及其他,客栈,10,NULL,4.164840221,13,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3498,理县磊磊旅店,中国,四川,阿坝,毕棚沟,二星及其他,低星,7,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3499,四姑娘山摄友之家,中国,四川,阿坝,四姑娘山,二星及其他,客栈,6,NULL,3.450279951,21,34.06,17,27,5,5,17,27,5,5,7,41.18%,34147,7.90%,0
aba_3500,松潘县唐蕃客栈,中国,四川,阿坝,松潘古城,二星及其他,客栈,13,NULL,4.197189808,15,34.06,7,7,5,5,7,7,5,5,0,0.00%,34147,7.90%,1
aba_3502,阿坝九寨静休客栈,中国,四川,阿坝,九寨沟县城,二星及其他,客栈,20,NULL,5,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3503,松州穆斯林旅店,中国,四川,阿坝,松潘古城,二星及其他,客栈,NULL,NULL,4.061540127,12,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3504,四姑娘山雪山阳光驿站,中国,四川,阿坝,四姑娘山,二星及其他,客栈,15,NULL,4.920700073,11,34.06,20,33,5,9,18,29,5,9,6,33.33%,34147,7.90%,0
aba_3507,九寨沟藏缘传奇酒店,中国,四川,阿坝,NULL,二星及其他,低星,160,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3508,九寨沟县春南旅馆,中国,四川,阿坝,九寨沟县城,二星及其他,客栈,20,NULL,3.363709927,38,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3509,阿坝州理县蓝舍青年旅社,中国,四川,阿坝,毕棚沟,二星及其他,客栈,20,NULL,4.864940166,309,34.06,27,45,9,10,18,25,9,10,2,11.11%,34147,7.90%,0
aba_3510,松潘林玛客栈,中国,四川,阿坝,NULL,二星及其他,客栈,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3513,九寨沟晨曦家庭旅馆,中国,四川,阿坝,NULL,二星及其他,客栈,16,NULL,5,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3515,九寨沟羊峒公社藏式酒店,中国,四川,阿坝,九寨沟沟口,二星及其他,客栈,36,NULL,4.492310047,23,34.06,11,22,4,8,11,22,4,8,0,0.00%,34147,7.90%,1
aba_3518,四姑娘山珍吉山庄,中国,四川,阿坝,四姑娘山,二星及其他,客栈,10,NULL,5,4,34.06,19,25,8,12,13,18,6,10,1,7.69%,34147,7.90%,1
aba_3521,九寨沟泰和宾馆A幢,中国,四川,阿坝,九寨沟县城,二星及其他,低星,8,NULL,3.268589973,9,34.06,4,19,NULL,NULL,4,19,NULL,NULL,2,50.00%,34147,7.90%,0
aba_3522,松潘县川主寺云月汇锦酒店,中国,四川,阿坝,黄龙机场、川主寺,三星级/舒适,低星,100,NULL,3.916510105,232,34.06,18,33,9,19,13,24,7,13,3,23.08%,34147,7.90%,0
aba_3523,小金嘉仕临宾馆,中国,四川,阿坝,NULL,二星及其他,客栈,20,NULL,4.149700165,6,34.06,33,48,22,30,32,47,22,30,1,3.13%,34147,7.90%,1
aba_3524,若尔盖农牧招待所,中国,四川,阿坝,西部旅游牧场,二星及其他,低星,30,NULL,4.746409893,5,34.06,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3525,松潘县小巷的家住宿,中国,四川,阿坝,松潘古城,二星及其他,客栈,14,NULL,4.767439842,16,34.06,17,19,14,16,15,17,12,14,0,0.00%,34147,7.90%,1
aba_3526,汶川二楼住宿旅馆,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,3.53553009,0,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3527,九寨沟九之驴舍,中国,四川,阿坝,九寨沟沟口,二星及其他,客栈,12,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3528,鑫辰商务客栈,中国,四川,阿坝,毕棚沟,二星及其他,客栈,18,NULL,4.768239975,59,34.06,40,103,28,55,36,89,28,55,0,0.00%,34147,7.90%,1
aba_3530,四姑娘山驴肆山庄,中国,四川,阿坝,四姑娘山,二星及其他,客栈,15,NULL,4.534759998,5,34.06,16,18,3,4,11,12,3,4,4,36.36%,34147,7.90%,0
aba_3531,毕棚沟红叶山庄,中国,四川,阿坝,毕棚沟,二星及其他,客栈,16,NULL,4.720699787,233,34.06,133,179,86,111,131,177,86,111,4,3.05%,34147,7.90%,1
aba_3532,九寨沟乐行HOME驿站,中国,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,客栈,20,NULL,3.256819963,97,34.06,12,19,7,11,12,19,7,11,0,0.00%,34147,7.90%,1
aba_3534,阿坝州汶川县水磨镇梅朵天堂酒店,中国,四川,阿坝,水磨镇,三星级/舒适,低星,77,NULL,4.447810173,131,34.06,31,53,16,28,16,31,9,17,4,25.00%,34147,7.90%,0
aba_3535,九寨沟瑶亭客栈,中国,四川,阿坝,九寨沟县城,二星及其他,客栈,7,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3536,汶川禹都商务酒店,中国,四川,阿坝,NULL,三星级/舒适,低星,43,NULL,4.478569984,462,34.06,215,314,133,200,175,254,120,183,7,4.00%,34147,7.90%,1
aba_3537,松潘古城桃源休闲庄,中国,四川,阿坝,松潘古城,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3539,九寨沟满江红度假酒店,中国,四川,阿坝,九寨沟沟口漳扎镇,三星级/舒适,低星,81,NULL,4.003409863,106,34.06,63,94,51,72,52,75,45,63,2,3.85%,34147,7.90%,1
aba_3540,四姑娘山金阳酒店,中国,四川,阿坝,四姑娘山,二星及其他,客栈,23,NULL,5,12,34.06,24,32,16,20,24,32,16,20,0,0.00%,34147,7.90%,1
aba_3541,阿坝四姑娘山天堂之下客栈,中国,四川,阿坝,四姑娘山,二星及其他,客栈,8,NULL,4.866179943,66,34.06,26,44,18,28,23,37,18,28,0,0.00%,34147,7.90%,1
aba_3542,阿坝州小金县四姑娘山秀月山庄,中国,四川,阿坝,四姑娘山,二星及其他,客栈,36,NULL,3.689719915,14,34.06,27,39,10,15,25,36,10,15,3,12.00%,34147,7.90%,0
aba_3543,汶川县凯逸酒店,中国,四川,阿坝,NULL,二星及其他,低星,85,NULL,3.817290068,62,34.06,58,89,42,67,42,69,32,54,5,11.90%,34147,7.90%,0
aba_3544,阿坝理县一品轩阁饭店,中国,四川,阿坝,毕棚沟,二星及其他,客栈,10,NULL,3.329530001,10,34.06,7,8,2,2,7,8,2,2,3,42.86%,34147,7.90%,0
aba_3548,松潘兄弟客栈,中国,四川,阿坝,松潘古城,二星及其他,客栈,10,NULL,3.47619009,7,34.06,1,2,NULL,NULL,1,2,NULL,NULL,0,0.00%,34147,7.90%,1
aba_3549,五悦景区连锁酒店阿坝九寨沟店,中国,四川,阿坝,九寨沟沟口,三星级/舒适,低星,87,NULL,4.502679825,811,34.06,50,107,34,79,17,30,9,17,4,23.53%,34147,7.90%,0
aba_3550,松潘姐妹家庭客栈,中国,四川,阿坝,松潘古城,二星及其他,客栈,NULL,NULL,4.472499847,25,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3551,川主寺岷源山庄,中国,四川,阿坝,黄龙机场、川主寺,二星及其他,低星,86,NULL,1.136360049,6,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3552,理县独柏树饭店,中国,四川,阿坝,毕棚沟,二星及其他,客栈,30,NULL,3.903640032,16,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3553,茂县岷碉酒店,中国,四川,阿坝,坪头羌寨,二星及其他,低星,25,NULL,4,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3554,阿坝松潘古城琴鶴驿栈,中国,四川,阿坝,松潘古城,四星级/高档,客栈,26,NULL,4.293139935,156,34.06,21,35,13,21,15,24,12,19,1,6.67%,34147,7.90%,1
aba_3555,黑水县客龙宾馆,中国,四川,阿坝,NULL,二星及其他,客栈,50,NULL,3.417579889,6,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3556,九寨沟雪域天居商务酒店,中国,四川,阿坝,九寨沟沟口,四星级/高档,OTA,85,NULL,3.635270119,24,34.06,2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3557,黑水县尼玛宾馆,中国,四川,阿坝,NULL,二星及其他,客栈,NULL,NULL,4.356919765,27,34.06,3,5,1,1,3,5,1,1,1,33.33%,34147,7.90%,0
aba_3559,阿坝四姑娘山美迪山庄,中国,四川,阿坝,四姑娘山,二星及其他,客栈,20,NULL,4.545020103,10,34.06,28,67,21,46,28,67,21,46,4,14.29%,34147,7.90%,0
aba_3562,松潘松洲花园,中国,四川,阿坝,松潘古城,二星及其他,低星,4,NULL,4.262609959,11,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3563,四姑娘山老街客栈,中国,四川,阿坝,四姑娘山,二星及其他,客栈,NULL,NULL,4,1,34.06,2,3,NULL,NULL,2,3,NULL,NULL,1,50.00%,34147,7.90%,0
aba_3564,理县利景源会所酒店,中国,四川,阿坝,毕棚沟,二星及其他,低星,25,NULL,5,2,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3567,九寨沟南风客栈,中国,四川,阿坝,九寨沟县城,二星及其他,客栈,6,NULL,4.361700058,5,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3568,理县四庆宾馆,中国,四川,阿坝,毕棚沟,二星及其他,低星,20,NULL,4.829510212,170,34.06,78,123,47,73,69,104,45,67,3,4.35%,34147,7.90%,1
aba_3570,松潘松州林业花园,中国,四川,阿坝,松潘古城,二星及其他,低星,7,NULL,4.015140057,2,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3571,黑水泽旺藏家住宿,中国,四川,阿坝,NULL,二星及其他,客栈,50,NULL,5,4,34.06,19,26,8,10,18,25,7,9,1,5.56%,34147,7.90%,1
aba_3572,若尔盖县客来居旅馆,中国,四川,阿坝,西部旅游牧场,二星及其他,低星,10,NULL,3.410759926,8,34.06,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,34147,7.90%,1
aba_3573,理县西苑商务客栈,中国,四川,阿坝,毕棚沟,二星及其他,客栈,24,NULL,4.5,50,34.06,34,58,21,34,32,52,19,28,4,12.50%,34147,7.90%,0
aba_3574,理县九子屯山庄,中国,四川,阿坝,NULL,二星及其他,客栈,20,NULL,4.5,6,34.06,7,15,NULL,NULL,7,15,NULL,NULL,1,14.29%,34147,7.90%,0
aba_3576,理县润强商务宾馆,中国,四川,阿坝,毕棚沟,二星及其他,低星,12,NULL,4.764039993,107,34.06,90,121,54,69,88,116,54,69,2,2.27%,34147,7.90%,1
aba_3578,四姑娘山绒之缘山庄,中国,四川,阿坝,四姑娘山,二星及其他,客栈,20,NULL,4.667329788,24,34.06,16,29,7,13,7,12,2,4,2,28.57%,34147,7.90%,0
aba_3579,松潘县郎卡藏家客栈,中国,四川,阿坝,NULL,二星及其他,客栈,17,NULL,4.507520199,12,34.06,6,6,NULL,NULL,6,6,NULL,NULL,1,16.67%,34147,7.90%,0
aba_3580,黑水县望阳楼宾馆,中国,四川,阿坝,NULL,二星及其他,客栈,22,NULL,3.167939901,4,34.06,43,72,13,22,38,62,12,18,6,15.79%,34147,7.90%,0
aba_3581,汶川县何姐家庭旅馆,中国,四川,阿坝,NULL,二星及其他,客栈,20,NULL,4.968090057,11,34.06,32,44,5,5,21,28,5,5,5,23.81%,34147,7.90%,0
aba_3584,阿坝州松潘县林海商务宾馆,中国,四川,阿坝,松潘古城,二星及其他,低星,20,NULL,4.78260994,2,34.06,1,2,1,2,1,2,1,2,0,0.00%,34147,7.90%,1
aba_3585,若尔盖云珠酒店,中国,四川,阿坝,西部旅游牧场,二星及其他,低星,41,NULL,4.414649963,140,34.06,12,15,7,8,6,8,5,6,0,0.00%,34147,7.90%,1
aba_3586,九寨沟江南客栈,中国,四川,阿坝,九寨沟县城,二星及其他,客栈,6,NULL,4.448279858,16,34.06,14,23,7,7,14,23,7,7,2,14.29%,34147,7.90%,0
aba_3587,黑水县欢聚宾馆,中国,四川,阿坝,NULL,二星及其他,低星,13,NULL,5,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3588,理县阳光商务旅店,中国,四川,阿坝,毕棚沟,二星及其他,低星,12,NULL,5,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3590,黑水兴华酒店,中国,四川,阿坝,NULL,二星及其他,客栈,40,NULL,4.09183979,6,34.06,6,17,NULL,NULL,6,17,NULL,NULL,1,16.67%,34147,7.90%,0
aba_3592,理县县城阿古山庄别墅区民居接待点,中国,四川,阿坝,毕棚沟,二星及其他,低星,20,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3593,理县家庭公寓旅店,中国,四川,阿坝,毕棚沟,二星及其他,客栈,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3594,理县红房子丑丑饭店,中国,四川,阿坝,毕棚沟,二星及其他,客栈,30,NULL,2.493510008,7,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_3596,九寨沟川程假日酒店,中国,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,低星,51,NULL,3.596029997,290,34.06,53,93,39,76,41,70,32,58,0,0.00%,34147,7.90%,1
aba_3597,九寨沟家福驿栈,中国,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,客栈,29,NULL,4.323239803,224,34.06,34,55,22,37,25,40,18,29,2,8.00%,34147,7.90%,0
aba_3599,九寨沟鑫源大酒店,中国,四川,阿坝,漳扎镇,四星级/高档,OTA,198,NULL,2.74819994,21,34.06,1,2,1,2,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
